,hsa.miR.200b.3p,hsa.miR.200a.5p,hsa.miR.1976,hsa.miR.197.3p,hsa.miR.942.3p,hsa.miR.556.3p,hsa.miR.1295a,hsa.miR.181b.5p,hsa.miR.181b.3p,hsa.miR.181a.3p,hsa.miR.135b.5p,hsa.miR.135b.3p,hsa.miR.29c.5p,hsa.miR.29c.3p,hsa.miR.29b.2.5p,hsa.miR.215.3p,hsa.miR.194.5p,hsa.miR.4677.3p,hsa.miR.605.5p,hsa.miR.107,hsa.miR.6507.5p,hsa.miR.146b.5p,hsa.miR.1307.5p,hsa.miR.202.5p,hsa.miR.192.5p,hsa.miR.194.3p,hsa.miR.139.5p,hsa.miR.139.3p,hsa.miR.326,hsa.miR.708.3p,hsa.miR.6755.5p,hsa.miR.1304.5p,hsa.miR.141.5p,hsa.miR.196a.5p,hsa.miR.148b.5p,hsa.let.7i.3p,hsa.miR.3613.5p,hsa.miR.16.5p,hsa.miR.16.1.3p,hsa.miR.15a.5p,hsa.miR.17.5p,hsa.miR.17.3p,hsa.miR.18a.5p,hsa.miR.19a.3p,hsa.miR.20a.5p,hsa.miR.19b.1.5p,hsa.miR.92a.1.5p,hsa.miR.5586.5p,hsa.miR.3173.5p,hsa.miR.345.3p,hsa.miR.628.3p,hsa.miR.629.5p,hsa.miR.6511b.3p,hsa.miR.365a.3p,hsa.miR.484,hsa.miR.328.3p,hsa.miR.195.5p,hsa.miR.195.3p,hsa.miR.497.5p,hsa.miR.4521,hsa.miR.744.3p,hsa.miR.451a,hsa.miR.144.5p,hsa.miR.144.3p,hsa.miR.4732.3p,hsa.miR.193a.5p,hsa.miR.365b.3p,hsa.miR.6510.3p,hsa.miR.454.3p,hsa.miR.301a.3p,hsa.miR.21.5p,hsa.miR.21.3p,hsa.miR.3615,hsa.miR.133a.3p,hsa.miR.133a.5p,hsa.miR.1.3p,hsa.miR.3940.3p,hsa.miR.639,hsa.miR.642a.5p,hsa.miR.769.5p,hsa.let.7e.3p,hsa.miR.125a.5p,hsa.miR.1301.3p,hsa.miR.548ba,hsa.miR.3682.3p,hsa.miR.5000.3p,hsa.miR.128.3p,hsa.miR.4444,hsa.miR.1258,hsa.miR.153.3p,hsa.miR.149.5p,hsa.miR.103a.3p,hsa.miR.548o.3p,hsa.miR.802,hsa.miR.185.5p,hsa.miR.1306.5p,hsa.miR.301b.3p,hsa.miR.301b.5p,hsa.miR.130b.3p,hsa.miR.3199,hsa.miR.885.5p,hsa.miR.26a.1.3p,hsa.miR.425.5p,hsa.miR.191.5p,hsa.miR.16.2.3p,hsa.miR.551b.3p,hsa.miR.378d,hsa.miR.95.3p,hsa.miR.574.3p,hsa.miR.576.5p,hsa.miR.577,hsa.miR.4454,hsa.miR.887.5p,hsa.miR.581,hsa.miR.143.3p,hsa.miR.145.5p,hsa.miR.145.3p,hsa.miR.378a.5p,hsa.miR.6720.3p,hsa.miR.5683,hsa.miR.219a.5p,hsa.miR.133b,hsa.miR.30c.2.3p,hsa.miR.30a.5p,hsa.miR.30a.3p,hsa.miR.3662,hsa.miR.339.5p,hsa.miR.196b.5p,hsa.miR.550a.5p,hsa.miR.590.5p,hsa.miR.590.3p,hsa.miR.93.5p,hsa.miR.106b.5p,hsa.miR.182.5p,hsa.miR.96.5p,hsa.miR.183.5p,hsa.miR.183.3p,hsa.miR.335.5p,hsa.miR.335.3p,hsa.miR.29a.5p,hsa.miR.29b.1.5p,hsa.miR.490.5p,hsa.miR.490.3p,hsa.miR.671.5p,hsa.miR.671.3p,hsa.miR.3622a.3p,hsa.miR.486.5p,hsa.miR.4661.5p,hsa.miR.7705,hsa.miR.151a.5p,hsa.miR.151a.3p,hsa.miR.491.5p,hsa.miR.204.5p,hsa.let.7f.1.3p,hsa.let.7d.5p,hsa.let.7d.3p,hsa.miR.6854.5p,hsa.miR.32.3p,hsa.miR.181b.2.3p,hsa.miR.4770,hsa.miR.222.5p,hsa.miR.532.5p,hsa.miR.188.5p,hsa.miR.500a.3p,hsa.miR.501.3p,hsa.miR.500b.3p,hsa.miR.502.5p,hsa.miR.98.5p,hsa.miR.98.3p,hsa.miR.421,hsa.miR.374b.3p,hsa.miR.766.3p,hsa.miR.106a.5p,hsa.miR.542.3p,hsa.miR.503.5p,hsa.miR.504.5p,hsa.miR.224.5p,hsa.miR.452.3p
TCGA.CM.4744.01A,2785,2560,14,213,3,1,0,101,16,109,156,7,23,1375,21,24,29532,15,0,90,0,1826,556,0,86643,304,27,3,1,69,1,0,2172,391,9,59,32,1592,15,288,2728,620,126,145,1334,48,26,4,1,0,1,127,0,39,116,7,47,0,13,0,21,549,123,11,0,127,39,0,16,18,484605,8747,6,23,1,76,1,0,3,29,8,209,7,0,0,4,112,1,1,3,10,17784,0,0,59,6,3,0,44,0,1,31,1007,1071,15,3,0,27,33,16,567,1,0,1,174431,4989,121,201,0,15,0,1,12,7211,1283,2,62,3528,6,48,16,10573,811,24099,61,12614,3,47,391,48,47,0,2,6,6,0,40,3,2,124,2636,0,1,4,472,206,1,7,1,0,41,1159,7,346,67,0,5,90,2,0,2,4,180,242,22,0,136,16
TCGA.CM.4746.01A,6239,4584,7,322,1,3,0,157,16,120,169,2,38,706,24,7,33891,9,1,113,1,513,981,0,83234,288,28,1,1,28,0,0,1075,128,8,53,28,1433,8,284,2712,685,94,118,1417,21,13,0,1,1,2,148,1,50,77,7,22,0,13,0,44,282,87,12,0,156,50,0,9,20,354901,9382,2,7,0,21,2,0,1,43,6,122,8,0,0,2,137,4,0,5,7,26509,0,0,84,4,3,4,44,0,0,8,2276,1274,13,0,1,34,96,20,168,0,0,1,69998,1801,40,119,1,0,0,0,6,4711,631,1,60,4119,7,37,11,12320,532,24130,30,13983,1,36,353,21,14,0,0,6,3,0,44,5,5,162,3304,1,1,5,477,447,6,4,2,1,21,2864,12,636,139,3,0,69,0,7,3,5,116,161,6,0,179,12
TCGA.CM.4751.01A,10266,8741,65,1461,16,7,3,823,44,390,124,3,52,16751,58,58,77704,30,0,349,3,2004,1035,6,203252,832,81,84,28,172,3,21,3686,1512,11,263,87,1951,15,482,2044,1503,122,138,1074,30,30,5,4,1,8,518,9,153,300,46,363,11,86,0,44,930,259,26,0,459,153,0,26,13,1004537,14379,10,114,0,314,6,3,12,85,26,928,31,1,15,6,906,5,4,7,53,72851,4,0,393,30,11,1,104,1,1,3,2300,2611,26,1,2,60,309,41,173,0,3,2,1748053,9907,265,866,5,1,2,24,91,26441,10236,5,102,6250,24,83,35,25795,1583,107216,152,79905,12,79,860,36,43,0,0,17,9,2,288,9,6,415,22910,6,5,24,1035,1936,5,5,6,2,87,4010,25,1040,171,1,0,276,5,30,12,24,33,649,27,3,219,36
TCGA.CM.4752.01A,3967,5103,10,211,0,0,0,125,30,136,61,0,25,1565,15,8,34294,12,1,91,0,773,999,2,140455,301,20,5,2,95,0,0,878,810,8,106,36,1695,18,336,2944,719,138,149,1308,38,8,4,1,2,2,169,2,25,85,21,47,2,8,1,34,204,65,8,0,156,25,0,15,16,402821,5061,5,17,0,34,0,1,8,41,4,232,10,1,1,3,149,3,1,6,6,19679,3,0,66,7,8,0,28,0,0,13,903,1053,10,1,3,37,45,10,99,0,1,2,182296,2575,48,207,0,5,3,7,7,6936,1309,0,33,17362,14,17,3,12736,658,18578,26,10268,3,45,470,30,23,0,3,6,2,0,34,18,0,171,3800,1,2,3,364,456,2,2,6,0,22,4505,14,995,143,2,2,106,2,10,2,8,160,205,13,0,185,25
TCGA.CM.5341.01A,5918,4517,11,229,0,0,1,631,49,436,113,1,107,1806,53,0,63026,27,1,244,0,2352,1828,1,183413,255,45,4,3,252,6,0,1647,2079,5,150,34,1985,5,314,3591,986,70,127,1792,40,18,10,1,1,1,223,1,129,76,45,41,2,21,0,33,328,102,9,0,167,129,1,42,33,1007759,8407,3,4,0,33,0,3,13,26,18,881,19,0,3,7,213,8,1,9,37,60501,3,0,103,12,7,4,59,0,1,30,1315,1701,10,2,2,52,115,22,109,0,0,1,191526,3054,103,161,1,2,1,0,8,16476,2687,2,29,31325,10,51,7,11890,642,39054,61,23974,2,42,282,77,36,0,0,6,5,0,70,36,8,298,7421,4,25,4,1162,596,7,3,7,0,26,4114,8,604,101,8,1,218,4,10,5,21,181,1544,144,1,163,17
TCGA.CM.5344.01A,5420,4378,19,537,6,0,1,682,16,342,104,4,17,2497,19,8,66340,12,2,165,0,1511,175,0,135452,735,38,35,2,140,3,16,2357,450,6,80,37,1261,6,367,2759,2334,88,127,2200,37,33,5,4,1,1,269,3,99,113,29,158,9,39,0,6,303,145,5,0,415,99,0,36,18,1054652,13446,6,92,0,183,0,1,2,32,12,724,7,2,4,10,282,2,0,4,13,58803,5,0,180,12,3,3,79,3,0,1,1826,1703,12,0,1,41,143,11,17,0,0,2,964383,8916,221,614,2,9,1,15,56,17718,5292,3,65,6526,31,25,13,13836,683,50894,57,17330,1,50,403,17,16,0,9,14,4,0,84,11,3,179,7992,5,3,8,378,651,8,2,0,0,5,2997,11,781,144,5,5,158,1,13,6,17,27,854,23,0,72,6
TCGA.CM.5348.01A,5654,4104,39,627,0,0,1,729,29,515,160,4,30,3017,41,20,97092,17,0,276,0,3120,261,0,143930,378,67,41,21,247,5,0,2836,280,1,128,31,1143,12,386,397,718,5,21,424,11,5,12,0,0,1,301,6,117,74,52,140,10,41,0,24,197,64,5,0,535,117,1,9,3,1142084,7563,5,211,0,292,1,1,2,45,48,1245,15,1,2,11,234,1,4,34,21,83922,5,0,174,9,0,1,36,0,1,0,530,1053,16,1,0,50,197,15,69,1,0,1,1468175,12902,381,226,5,14,2,37,90,28818,11791,2,50,2027,35,35,21,18307,1214,73550,54,20560,1,24,151,10,1,3,83,13,9,0,73,14,0,186,10399,3,8,8,417,911,6,1,1,2,10,1784,5,584,69,2,2,138,2,5,9,12,4,743,4,0,390,24
TCGA.CM.5349.01A,7514,5969,31,628,5,2,0,795,19,366,256,6,35,9824,35,35,40195,13,1,227,1,2568,360,4,91216,336,160,100,13,108,3,1,3241,871,10,183,29,2127,19,518,2207,2347,65,74,1694,43,6,7,0,4,1,268,5,195,191,39,376,12,60,2,8,1023,252,22,1,671,195,5,25,10,972062,11920,11,241,0,943,2,4,0,67,17,783,19,0,6,7,360,6,3,11,49,103653,3,0,138,11,0,1,113,3,0,0,4070,2385,14,1,2,37,150,29,4,0,0,1,2379093,11642,417,496,2,22,4,55,107,48187,17875,0,66,3532,14,20,15,20578,1809,63802,59,31455,0,59,625,13,7,7,53,11,7,0,314,10,7,207,12725,2,42,9,644,1550,1,6,0,0,7,2476,18,1012,116,7,1,295,2,17,11,28,11,1040,10,4,104,21
TCGA.CM.5860.01A,9431,12093,26,637,6,4,3,1883,43,449,294,7,29,2945,35,12,94059,35,1,650,1,3555,1780,0,226969,817,85,30,20,469,2,2,7036,615,7,308,63,2925,16,872,3826,2983,75,128,2702,69,63,7,3,4,2,728,4,352,250,28,183,8,44,2,54,2698,1037,60,1,1209,352,1,8,17,2173032,21042,11,26,0,83,3,3,5,87,29,1891,22,0,6,8,657,4,5,12,30,118876,4,0,390,18,0,2,138,5,0,4,1220,2488,20,1,3,75,228,26,43,1,2,5,1925464,9113,275,766,5,9,3,3,124,32475,13270,1,110,21983,46,45,35,35661,2168,102737,141,43840,5,70,1286,10,21,0,2,20,11,0,787,16,6,565,22083,5,5,13,1036,1095,3,1,17,0,43,10742,17,2007,263,9,7,555,4,12,15,8,48,2508,41,0,652,45
TCGA.CM.5861.01A,7136,6599,17,652,4,1,0,878,26,248,876,12,35,5450,56,5,60318,44,0,393,0,2058,1702,0,108763,368,39,29,17,68,2,5,2754,806,5,148,24,1636,6,368,1396,1407,68,48,820,19,2,10,0,1,3,381,2,154,187,38,67,0,16,0,25,271,70,1,0,698,154,3,25,17,1072246,5996,21,45,1,147,1,2,22,45,8,907,15,0,3,3,553,1,1,18,22,68863,2,0,265,25,6,1,112,2,0,2,531,1475,27,0,0,65,385,25,183,3,0,2,1050506,7250,191,137,1,20,1,7,14,8377,3123,0,59,2616,9,29,22,13298,866,81393,71,42106,3,50,321,21,9,0,9,25,8,0,120,12,1,281,11425,10,1,10,857,1151,1,6,2,0,17,2422,7,739,151,2,2,314,1,10,4,13,18,868,5,2,127,12
TCGA.CM.5862.01A,8710,6558,30,727,2,7,2,917,11,135,242,2,53,4137,51,3,82733,13,3,667,0,1261,838,1,112577,529,54,27,13,102,4,4,4404,850,7,123,22,3195,18,803,9014,6344,163,131,5186,69,50,2,2,0,2,510,7,132,161,23,162,6,25,1,44,460,133,18,0,402,132,4,11,37,655256,6364,4,44,0,173,1,1,1,53,16,697,12,0,6,5,381,8,0,7,29,151436,2,0,140,7,9,0,102,1,0,4,1053,1455,16,0,5,192,147,16,70,1,0,0,965002,6340,231,281,4,17,2,17,48,17201,7017,3,108,20184,29,34,21,21381,1371,274236,288,142775,8,150,2079,20,10,4,14,3,11,0,129,84,3,562,22650,7,675,6,1342,1409,9,2,4,1,19,6166,14,996,162,5,5,535,3,18,8,14,81,2304,18,2,282,24
TCGA.CM.5863.01A,7599,4592,34,666,0,1,2,474,33,233,203,2,35,4769,30,17,62178,8,0,228,0,1058,378,0,100928,354,28,17,24,101,2,4,1581,206,5,178,34,992,7,217,867,592,40,50,463,14,12,4,1,0,0,187,1,111,103,46,98,4,27,2,17,642,155,19,0,899,111,0,7,18,601847,5558,4,59,1,146,1,3,9,47,23,641,3,0,0,2,257,3,0,15,29,45545,2,0,146,11,3,0,45,4,1,0,281,1273,21,0,5,16,382,18,29,0,0,1,842513,7905,167,155,1,2,2,10,49,10792,5698,1,52,1669,18,36,13,6731,612,70864,56,32020,1,26,392,15,9,2,4,6,5,0,166,8,3,160,9870,2,7,9,619,1389,3,2,2,1,24,2498,14,560,82,2,5,130,5,8,3,10,18,272,9,0,149,16
TCGA.CM.5864.01A,9551,6292,24,805,0,4,0,596,10,93,372,6,22,2785,43,1,86362,24,5,435,0,1085,951,0,167898,317,35,5,7,46,6,11,3403,2081,4,58,28,1336,6,640,3838,2095,68,82,2373,23,12,3,1,2,1,372,1,115,86,32,47,1,14,0,35,649,276,11,1,435,115,0,21,18,614305,4068,21,6,1,37,2,3,3,37,3,408,12,0,2,10,317,7,0,12,9,136010,5,0,179,11,2,2,62,2,0,0,1307,1683,12,0,0,78,49,25,70,0,0,1,346505,2226,59,187,2,2,3,0,23,7606,2686,4,76,11246,15,42,7,26410,1067,128110,94,59778,4,77,662,18,12,0,0,4,1,0,235,26,5,462,17659,3,12,6,740,1303,1,1,2,0,15,9038,29,1829,301,9,5,378,9,44,9,4,33,563,7,1,918,84
TCGA.CM.5868.01A,8141,6205,31,932,1,1,0,1302,40,499,227,1,40,5765,58,0,77956,31,3,309,0,4783,1086,0,161166,699,79,24,16,427,6,12,2276,674,11,226,72,1837,31,712,3796,2964,86,161,2390,60,35,2,3,3,2,628,6,246,169,57,237,15,67,0,41,427,141,8,0,918,246,0,22,16,1841611,10059,10,75,2,257,0,4,8,59,30,1694,22,1,4,6,480,3,3,25,36,124297,5,0,459,26,3,2,99,0,1,2,1360,3047,15,3,1,109,332,26,25,0,0,2,1162785,12061,305,526,6,83,5,19,89,25166,9365,5,141,12221,23,29,33,21831,917,49763,37,18517,0,82,858,33,28,0,28,19,17,0,111,5,6,427,14941,4,1,3,955,1266,7,1,5,3,18,5942,15,1616,210,6,2,332,1,17,14,24,47,892,10,1,268,31
TCGA.CM.6162.01A,6870,8309,29,1304,7,0,3,734,16,466,34,5,28,2352,72,12,47327,23,4,353,1,5387,70,2,15568,570,210,92,26,191,6,4,1453,105,4,156,10,1546,7,423,1188,1077,31,27,847,19,9,11,0,1,2,679,2,176,163,53,155,14,49,0,23,3047,1071,24,4,986,176,0,13,15,857166,10269,17,159,0,205,3,0,8,56,25,1250,35,0,7,4,558,5,1,5,15,146063,1,0,401,14,2,2,68,2,2,0,791,2160,25,0,3,10,279,65,35,0,0,1,904321,11941,249,553,7,23,4,21,139,26051,10343,5,58,1786,35,14,3,19652,664,86116,28,38552,2,14,231,12,19,2,26,15,8,0,1383,12,4,336,14215,12,10,4,621,1711,8,1,1,1,40,3337,5,1985,275,3,3,190,1,13,5,36,33,461,9,0,135,3
TCGA.CM.6163.01A,12445,6436,41,662,1,1,2,801,25,465,153,2,57,9237,50,9,63621,33,3,399,2,3483,128,0,152098,680,67,40,13,271,5,3,1827,1326,10,279,44,2784,13,736,2565,1673,36,98,2162,47,42,4,0,0,3,311,6,103,164,42,316,21,92,1,28,1354,298,8,0,616,103,0,16,15,1079372,8917,15,72,0,77,0,10,9,106,37,998,15,0,2,6,478,10,2,17,67,89709,3,0,253,21,2,1,89,0,0,9,1371,2106,23,0,7,33,237,18,11,0,0,0,979233,7176,180,673,6,1,1,19,76,16285,6585,1,156,7431,19,30,9,15903,860,38355,39,13177,0,79,630,17,28,0,1,10,17,1,313,15,0,247,12014,14,3,6,690,1501,4,2,1,0,23,7194,22,1319,131,3,4,177,2,6,9,25,37,1218,18,1,200,14
TCGA.CM.6164.01A,4824,4122,24,648,3,2,1,588,13,259,35,1,17,7003,15,0,49476,23,1,255,1,1624,80,0,107742,609,40,30,13,147,3,1,1542,18,0,104,42,1756,7,387,1849,1956,83,83,1419,32,13,6,1,1,2,291,2,122,129,20,196,8,29,1,7,1315,374,26,2,482,122,0,13,8,938525,10161,8,80,0,109,1,0,2,87,13,730,15,0,2,5,853,0,2,15,23,50334,4,0,114,15,2,0,55,2,0,0,1036,1932,21,0,1,30,122,10,9,0,0,0,1116378,5972,213,318,1,1,0,14,34,13361,5706,1,43,2017,21,26,3,11281,1009,36987,42,14530,2,50,424,6,1,0,8,5,5,0,327,8,2,143,8464,6,3,6,451,804,2,1,0,1,21,3258,14,870,120,6,3,169,3,11,10,22,24,553,6,0,420,28
TCGA.CM.6165.01A,9303,6795,48,829,6,0,2,525,23,322,39,0,35,2731,46,2,110986,8,2,519,1,1676,144,0,178707,990,58,42,28,113,6,8,1920,672,4,111,8,1231,11,423,1891,1471,25,36,1376,22,20,3,0,1,0,292,5,105,109,41,180,21,43,1,51,354,128,1,1,575,105,3,27,12,680341,4966,6,116,1,238,1,3,4,42,35,1159,18,0,3,3,424,2,0,4,33,130019,5,0,201,22,0,1,122,0,1,2,1106,2045,16,0,2,30,271,25,25,0,0,1,883582,7551,181,449,2,1,2,12,88,17046,7409,0,35,1260,12,10,4,14811,554,80135,28,38380,6,52,444,15,8,1,15,9,6,1,135,14,0,236,12096,10,5,10,533,1742,8,1,1,0,15,4736,8,1507,196,4,5,135,2,17,2,26,13,360,10,1,176,10
TCGA.CM.6166.01A,4927,5302,30,855,0,2,1,1128,43,324,114,4,23,2132,24,0,63069,15,0,131,1,1166,199,0,145556,744,88,57,11,126,6,23,2526,1349,4,123,11,607,1,155,2870,1410,128,94,1688,27,27,4,4,2,5,671,7,122,124,44,112,6,25,1,31,375,149,6,0,912,122,0,23,35,684686,8253,7,179,0,296,2,2,1,99,19,1035,35,1,2,15,860,1,3,15,30,55290,4,0,164,28,4,6,118,2,0,1,1205,2462,14,0,2,51,133,26,58,0,1,3,1144661,10038,233,444,4,8,1,46,52,15082,6367,8,47,8876,12,25,4,19064,919,82694,68,51702,2,99,909,13,12,2,30,8,4,0,202,30,1,369,15069,4,165,11,821,1879,2,5,4,1,33,5128,18,1618,236,10,6,341,4,48,18,6,19,698,8,1,132,12
TCGA.CM.6167.01A,5667,3540,25,1047,5,2,3,859,2,466,135,6,89,7189,114,0,25330,17,2,324,2,5726,49,2,47545,420,858,457,23,129,5,1,741,612,8,282,19,2223,8,536,1429,1387,32,26,950,20,12,9,2,1,11,373,15,605,245,105,1076,45,153,2,12,646,184,3,0,1336,605,1,35,21,1072772,8218,17,1296,5,1986,0,2,3,85,120,2951,40,0,6,6,434,6,0,8,68,228570,3,0,212,26,2,2,76,7,0,4,1066,2841,6,2,2,34,500,17,5,1,3,0,6387494,65492,989,906,23,38,2,216,559,86715,40100,2,82,2742,6,12,3,16257,1026,27771,13,9134,0,82,300,16,8,30,231,17,7,4,217,13,2,276,19350,9,17,13,1143,1642,5,0,0,1,18,5541,14,1844,301,9,3,362,0,27,6,75,125,1248,19,8,299,14
TCGA.CM.6169.01A,7175,5987,39,1574,3,2,2,515,5,304,204,2,33,4670,43,1,109428,32,5,349,0,3404,77,1,213520,1084,116,63,28,113,2,16,3406,856,5,194,10,1828,7,529,3639,2488,84,103,2733,43,50,2,2,3,5,643,7,124,209,35,184,4,45,0,17,376,127,4,0,719,124,0,23,14,1138412,9825,21,86,1,246,1,1,4,74,24,1011,31,0,9,9,471,5,0,3,18,117548,4,3,249,21,2,0,79,1,3,3,3842,3334,17,0,2,133,238,35,43,0,2,0,902595,10078,157,873,3,3,2,9,93,21495,6327,3,40,3631,32,17,7,24355,1196,76175,67,31890,3,48,640,11,23,0,14,12,8,0,209,15,5,402,19935,6,16,9,630,1403,1,1,0,2,30,8199,10,2613,298,13,1,377,2,45,14,19,23,495,39,3,986,58
TCGA.CM.6170.01A,19229,11587,44,713,6,0,0,773,20,338,223,2,44,4236,40,0,227036,34,3,360,2,3703,503,0,349451,1679,57,20,14,321,6,1,4814,1429,7,138,39,2419,22,900,4945,2891,75,126,4439,91,69,17,1,1,1,467,2,104,115,62,106,7,36,4,33,129,62,1,0,1197,104,3,30,24,1650918,10927,19,71,0,69,0,4,2,61,20,1505,22,2,2,11,543,8,1,15,34,115611,4,0,150,11,0,0,33,3,0,3,1198,4367,23,1,1,39,150,25,75,0,5,0,790462,6026,143,563,2,7,1,7,75,28257,9345,1,70,33780,24,28,9,17930,874,165587,126,53754,3,125,1907,41,34,0,3,9,10,0,75,30,4,368,11733,8,5,12,623,1708,4,5,3,0,15,4234,24,1332,139,7,1,237,3,15,12,28,41,1188,35,1,299,19
TCGA.CM.6171.01A,7792,10531,33,1158,5,2,0,560,15,104,302,5,19,1882,44,23,112059,52,0,600,0,1012,1721,0,241642,1453,18,9,32,42,7,20,9810,1067,13,84,8,2372,20,550,2434,3441,46,101,1650,63,23,3,1,4,5,2863,3,15,136,9,25,2,15,3,64,2382,1079,65,3,473,15,0,31,25,761266,11067,17,4,0,5,1,3,4,62,19,680,63,0,6,13,890,3,0,88,22,132477,8,0,248,37,9,5,118,0,0,7,1438,3242,28,7,2,9,162,49,1126,0,0,3,235361,1098,30,720,1,6,3,0,16,3802,1797,6,55,4789,20,51,35,36816,1871,260510,177,145467,4,47,488,18,21,0,0,16,16,0,807,14,1,438,17266,16,8,9,637,2020,5,5,10,0,36,4807,9,2448,409,11,3,286,4,40,21,15,39,787,5,0,7,0
TCGA.CM.6172.01A,8042,7089,10,377,4,2,0,391,23,250,45,1,18,2806,24,3,44548,12,0,228,0,778,112,1,90444,398,27,25,8,27,2,0,5196,180,3,57,13,1215,8,344,1398,1182,28,42,1149,27,25,1,4,0,1,381,2,34,50,12,67,2,18,2,18,167,69,5,0,275,34,0,5,10,444519,5374,5,15,0,19,0,3,4,37,11,413,8,0,3,6,239,1,0,12,20,59814,1,0,85,8,1,0,25,4,0,3,1244,2174,11,0,1,128,130,19,108,1,2,1,401960,2134,77,653,5,7,0,1,43,9197,3958,4,44,680,7,21,5,10947,586,41507,25,16660,1,37,332,4,4,1,1,4,4,0,344,5,6,163,7922,2,1,2,332,949,0,0,6,1,5,1845,2,625,70,2,0,87,1,9,2,6,10,610,2,0,82,3
TCGA.CM.6674.01A,8597,7303,39,1010,8,0,1,608,52,383,175,3,63,12275,79,46,43188,28,3,335,0,2937,485,5,99569,507,185,67,44,252,1,5,1582,225,12,448,35,2633,8,533,1674,1099,89,92,830,32,7,11,2,2,12,342,2,178,334,51,297,7,79,0,28,1042,203,17,0,547,178,0,40,35,1210400,16928,19,545,2,1309,10,3,3,87,50,1117,36,0,6,7,550,1,4,26,54,68565,1,0,274,26,7,1,155,5,0,4,1035,2856,32,1,3,36,597,24,48,2,1,2,4612712,42028,721,487,4,2,5,154,92,30049,16016,5,138,1747,27,41,17,13062,1439,48239,68,21869,2,41,464,22,12,13,48,25,6,0,214,10,4,248,12368,7,5,23,1295,1834,6,6,3,1,24,2803,29,1093,216,3,5,271,7,19,4,63,69,1136,53,3,83,17
TCGA.CM.6675.01A,11306,8839,52,1521,7,0,0,1050,45,236,734,13,60,2964,66,4,161388,46,0,383,0,845,1032,1,593586,1005,24,19,31,137,11,12,5152,926,4,214,27,2766,22,446,1535,1530,18,62,769,25,12,0,0,3,1,609,5,118,126,106,60,2,26,1,42,275,135,16,0,465,118,5,33,31,1382280,17764,24,22,0,23,2,4,11,74,13,568,21,0,8,19,1019,13,1,4,41,82340,4,1,361,37,1,3,75,1,0,5,1191,3356,44,1,3,58,306,64,346,1,2,1,746734,5945,149,919,7,0,2,0,32,14470,6804,1,139,13353,82,53,30,24529,1423,168974,159,58081,7,22,324,20,17,1,0,16,18,0,149,25,6,572,21617,5,1,9,1156,2685,2,2,12,2,43,11416,30,2141,193,12,13,169,8,14,19,50,13,630,47,0,1204,129
TCGA.CM.6677.01A,11013,9682,45,1043,29,3,3,1069,59,630,31,0,82,16480,63,3,110743,30,2,391,2,4933,523,2,325088,1123,90,38,25,374,8,9,5485,2821,7,444,85,3403,32,981,5538,2375,208,196,4356,99,121,12,2,2,3,662,3,155,391,40,286,9,60,2,42,2921,714,129,2,1282,155,0,30,20,1914831,17842,27,92,0,292,1,11,9,104,22,1616,31,0,8,9,1054,12,6,10,45,92500,5,0,331,17,1,1,139,1,0,4,3273,3648,59,3,4,95,184,48,57,0,2,4,2922301,21831,419,616,4,2,6,20,80,35695,11712,5,145,6198,78,84,44,31673,1785,72865,142,31004,3,120,1021,41,64,4,23,21,14,0,952,40,6,270,15067,11,4,25,1623,1164,6,5,1,3,35,5474,27,1062,159,14,4,352,12,17,9,47,90,1794,49,1,313,50
TCGA.CM.6678.01A,6422,5059,34,864,4,2,0,1143,61,397,704,10,64,6119,41,1,61258,20,2,314,0,717,687,0,170876,513,77,31,29,206,2,11,3434,2368,2,278,49,2764,18,764,2869,1441,68,113,1858,46,30,3,0,3,4,325,4,113,233,68,129,5,48,1,73,1859,283,45,1,667,113,0,17,16,915084,11432,23,82,1,293,2,3,7,79,30,1073,16,0,1,11,562,7,4,22,85,49848,5,0,211,25,8,1,100,2,0,4,2520,3077,25,3,6,102,227,20,62,0,2,1,1367536,13961,275,395,5,3,1,26,56,17113,7220,3,145,23831,38,53,25,14069,1090,77889,127,36181,5,136,790,38,28,3,16,14,18,0,364,26,1,284,14690,7,19,13,890,823,0,4,6,3,123,5898,30,997,112,7,5,265,4,18,7,33,53,657,22,3,196,36
TCGA.CM.6679.01A,15665,7118,35,1604,3,1,1,1464,127,1000,278,5,105,28253,58,0,102741,29,5,420,2,2485,624,2,206066,831,95,63,43,573,5,7,2223,859,5,622,110,3234,20,844,3299,2253,157,226,1910,56,33,11,2,3,9,501,8,210,346,97,293,7,94,1,36,947,181,30,3,762,210,2,56,23,1952215,17846,19,213,0,636,0,7,5,110,88,2741,30,0,7,3,824,7,11,33,156,82244,4,0,383,39,6,2,126,2,0,6,2487,6060,49,2,15,56,543,55,53,2,4,2,3763147,34194,768,705,2,15,4,60,89,36968,19421,2,216,24094,105,96,43,23061,2049,130098,130,41606,4,117,1121,35,21,0,17,18,20,0,327,25,6,509,23238,9,4,19,1362,1875,10,3,7,5,35,6132,58,1785,190,6,4,344,12,38,27,50,54,1456,52,4,529,97
